name,cal,pro,carb,fat,category
茶碗蒸 (小份),82.5,6.8,3.0,4.5,日式
茶碗蒸 (1份),110.0,9.0,4.0,6.0,日式
茶碗蒸 (1.25份),137.5,11.2,5.0,7.5,日式
茶碗蒸 (1.5份),165.0,13.5,6.0,9.0,日式
茶碗蒸 (2份),220.0,18.0,8.0,12.0,日式
茶碗蒸 (2.5份),275.0,22.5,10.0,15.0,日式
茶碗蒸 (3份),330.0,27.0,12.0,18.0,日式
茶碗蒸 (小碗),82.5,6.8,3.0,4.5,日式
茶碗蒸 (中碗),110.0,9.0,4.0,6.0,日式
茶碗蒸 (大碗),148.5,12.2,5.4,8.1,日式
茶碗蒸 (小杯),82.5,6.8,3.0,4.5,日式
茶碗蒸 (中杯),110.0,9.0,4.0,6.0,日式
茶碗蒸 (大杯),154.0,12.6,5.6,8.4,日式
茶碗蒸 (小盒),82.5,6.8,3.0,4.5,日式
茶碗蒸 (中盒),110.0,9.0,4.0,6.0,日式
茶碗蒸 (大盒),154.0,12.6,5.6,8.4,日式
茶碗蒸 (100g),110.0,9.0,4.0,6.0,日式
茶碗蒸 (150g),165.0,13.5,6.0,9.0,日式
茶碗蒸 (200g),220.0,18.0,8.0,12.0,日式
茶碗蒸 (250g),275.0,22.5,10.0,15.0,日式
茶碗蒸 (300g),330.0,27.0,12.0,18.0,日式
烤鯖魚 (半份),140.0,12.5,0.0,10.0,海鮮
烤鯖魚 (小份),210.0,18.8,0.0,15.0,海鮮
烤鯖魚 (1份),280.0,25.0,0.0,20.0,海鮮
烤鯖魚 (1.25份),350.0,31.2,0.0,25.0,海鮮
烤鯖魚 (1.5份),420.0,37.5,0.0,30.0,海鮮
烤鯖魚 (2份),560.0,50.0,0.0,40.0,海鮮
烤鯖魚 (2.5份),700.0,62.5,0.0,50.0,海鮮
烤鯖魚 (3份),840.0,75.0,0.0,60.0,海鮮
烤鯖魚 (小碗),210.0,18.8,0.0,15.0,海鮮
烤鯖魚 (中碗),280.0,25.0,0.0,20.0,海鮮
烤鯖魚 (大碗),378.0,33.8,0.0,27.0,海鮮
烤鯖魚 (小杯),210.0,18.8,0.0,15.0,海鮮
烤鯖魚 (中杯),280.0,25.0,0.0,20.0,海鮮
烤鯖魚 (大杯),392.0,35.0,0.0,28.0,海鮮
烤鯖魚 (小盒),210.0,18.8,0.0,15.0,海鮮
烤鯖魚 (中盒),280.0,25.0,0.0,20.0,海鮮
烤鯖魚 (大盒),392.0,35.0,0.0,28.0,海鮮
烤鯖魚 (100g),280.0,25.0,0.0,20.0,海鮮
烤鯖魚 (150g),420.0,37.5,0.0,30.0,海鮮
烤鯖魚 (200g),560.0,50.0,0.0,40.0,海鮮
烤鯖魚 (250g),700.0,62.5,0.0,50.0,海鮮
烤鯖魚 (300g),840.0,75.0,0.0,60.0,海鮮
烤鮭魚 (半份),120.0,12.5,0.0,7.5,海鮮
烤鮭魚 (小份),180.0,18.8,0.0,11.2,海鮮
烤鮭魚 (1份),240.0,25.0,0.0,15.0,海鮮
烤鮭魚 (1.25份),300.0,31.2,0.0,18.8,海鮮
烤鮭魚 (1.5份),360.0,37.5,0.0,22.5,海鮮
烤鮭魚 (2份),480.0,50.0,0.0,30.0,海鮮
烤鮭魚 (2.5份),600.0,62.5,0.0,37.5,海鮮
烤鮭魚 (3份),720.0,75.0,0.0,45.0,海鮮
烤鮭魚 (小碗),180.0,18.8,0.0,11.2,海鮮
烤鮭魚 (中碗),240.0,25.0,0.0,15.0,海鮮
烤鮭魚 (大碗),324.0,33.8,0.0,20.2,海鮮
烤鮭魚 (小杯),180.0,18.8,0.0,11.2,海鮮
烤鮭魚 (中杯),240.0,25.0,0.0,15.0,海鮮
烤鮭魚 (大杯),336.0,35.0,0.0,21.0,海鮮
烤鮭魚 (小盒),180.0,18.8,0.0,11.2,海鮮
烤鮭魚 (中盒),240.0,25.0,0.0,15.0,海鮮
烤鮭魚 (大盒),336.0,35.0,0.0,21.0,海鮮
烤鮭魚 (100g),240.0,25.0,0.0,15.0,海鮮
烤鮭魚 (150g),360.0,37.5,0.0,22.5,海鮮
烤鮭魚 (200g),480.0,50.0,0.0,30.0,海鮮
烤鮭魚 (250g),600.0,62.5,0.0,37.5,海鮮
烤鮭魚 (300g),720.0,75.0,0.0,45.0,海鮮
烤鯛魚 (半份),90.0,13.5,0.0,3.5,海鮮
烤鯛魚 (小份),135.0,20.2,0.0,5.2,海鮮
烤鯛魚 (1份),180.0,27.0,0.0,7.0,海鮮
烤鯛魚 (1.25份),225.0,33.8,0.0,8.8,海鮮
烤鯛魚 (1.5份),270.0,40.5,0.0,10.5,海鮮
烤鯛魚 (2份),360.0,54.0,0.0,14.0,海鮮
烤鯛魚 (2.5份),450.0,67.5,0.0,17.5,海鮮
烤鯛魚 (3份),540.0,81.0,0.0,21.0,海鮮
烤鯛魚 (小碗),135.0,20.2,0.0,5.2,海鮮
烤鯛魚 (中碗),180.0,27.0,0.0,7.0,海鮮
烤鯛魚 (大碗),243.0,36.5,0.0,9.5,海鮮
烤鯛魚 (小杯),135.0,20.2,0.0,5.2,海鮮
烤鯛魚 (中杯),180.0,27.0,0.0,7.0,海鮮
烤鯛魚 (大杯),252.0,37.8,0.0,9.8,海鮮
烤鯛魚 (小盒),135.0,20.2,0.0,5.2,海鮮
烤鯛魚 (中盒),180.0,27.0,0.0,7.0,海鮮
烤鯛魚 (大盒),252.0,37.8,0.0,9.8,海鮮
烤鯛魚 (100g),180.0,27.0,0.0,7.0,海鮮
烤鯛魚 (150g),270.0,40.5,0.0,10.5,海鮮
烤鯛魚 (200g),360.0,54.0,0.0,14.0,海鮮
烤鯛魚 (250g),450.0,67.5,0.0,17.5,海鮮
烤鯛魚 (300g),540.0,81.0,0.0,21.0,海鮮
清蒸鱈魚 (半份),75.0,13.5,0.0,2.0,海鮮
清蒸鱈魚 (小份),112.5,20.2,0.0,3.0,海鮮
清蒸鱈魚 (1份),150.0,27.0,0.0,4.0,海鮮
清蒸鱈魚 (1.25份),187.5,33.8,0.0,5.0,海鮮
清蒸鱈魚 (1.5份),225.0,40.5,0.0,6.0,海鮮
清蒸鱈魚 (2份),300.0,54.0,0.0,8.0,海鮮
清蒸鱈魚 (2.5份),375.0,67.5,0.0,10.0,海鮮
清蒸鱈魚 (3份),450.0,81.0,0.0,12.0,海鮮
清蒸鱈魚 (小碗),112.5,20.2,0.0,3.0,海鮮
清蒸鱈魚 (中碗),150.0,27.0,0.0,4.0,海鮮
清蒸鱈魚 (大碗),202.5,36.5,0.0,5.4,海鮮
清蒸鱈魚 (小杯),112.5,20.2,0.0,3.0,海鮮
清蒸鱈魚 (中杯),150.0,27.0,0.0,4.0,海鮮
清蒸鱈魚 (大杯),210.0,37.8,0.0,5.6,海鮮
清蒸鱈魚 (小盒),112.5,20.2,0.0,3.0,海鮮
清蒸鱈魚 (中盒),150.0,27.0,0.0,4.0,海鮮
清蒸鱈魚 (大盒),210.0,37.8,0.0,5.6,海鮮
清蒸鱈魚 (100g),150.0,27.0,0.0,4.0,海鮮
清蒸鱈魚 (150g),225.0,40.5,0.0,6.0,海鮮
清蒸鱈魚 (200g),300.0,54.0,0.0,8.0,海鮮
清蒸鱈魚 (250g),375.0,67.5,0.0,10.0,海鮮
清蒸鱈魚 (300g),450.0,81.0,0.0,12.0,海鮮
蝦仁 (半份),50.0,12.0,0.5,0.1,海鮮
蝦仁 (小份),75.0,18.0,0.8,0.2,海鮮
蝦仁 (1份),100.0,24.0,1.0,0.3,海鮮
蝦仁 (1.25份),125.0,30.0,1.2,0.4,海鮮
蝦仁 (1.5份),150.0,36.0,1.5,0.4,海鮮
蝦仁 (2份),200.0,48.0,2.0,0.6,海鮮
蝦仁 (2.5份),250.0,60.0,2.5,0.8,海鮮
蝦仁 (3份),300.0,72.0,3.0,0.9,海鮮
蝦仁 (小碗),75.0,18.0,0.8,0.2,海鮮
蝦仁 (中碗),100.0,24.0,1.0,0.3,海鮮
蝦仁 (大碗),135.0,32.4,1.4,0.4,海鮮
蝦仁 (小杯),75.0,18.0,0.8,0.2,海鮮
蝦仁 (中杯),100.0,24.0,1.0,0.3,海鮮
蝦仁 (大杯),140.0,33.6,1.4,0.4,海鮮
蝦仁 (小盒),75.0,18.0,0.8,0.2,海鮮
蝦仁 (中盒),100.0,24.0,1.0,0.3,海鮮
蝦仁 (大盒),140.0,33.6,1.4,0.4,海鮮
蝦仁 (100g),100.0,24.0,1.0,0.3,海鮮
蝦仁 (150g),150.0,36.0,1.5,0.4,海鮮
蝦仁 (200g),200.0,48.0,2.0,0.6,海鮮
蝦仁 (250g),250.0,60.0,2.5,0.8,海鮮
蝦仁 (300g),300.0,72.0,3.0,0.9,海鮮
透抽 (半份),55.0,9.0,1.5,1.0,海鮮
透抽 (小份),82.5,13.5,2.2,1.5,海鮮
透抽 (1份),110.0,18.0,3.0,2.0,海鮮
透抽 (1.25份),137.5,22.5,3.8,2.5,海鮮
透抽 (1.5份),165.0,27.0,4.5,3.0,海鮮
透抽 (2份),220.0,36.0,6.0,4.0,海鮮
透抽 (2.5份),275.0,45.0,7.5,5.0,海鮮
透抽 (3份),330.0,54.0,9.0,6.0,海鮮
透抽 (小碗),82.5,13.5,2.2,1.5,海鮮
透抽 (中碗),110.0,18.0,3.0,2.0,海鮮
透抽 (大碗),148.5,24.3,4.1,2.7,海鮮
透抽 (小杯),82.5,13.5,2.2,1.5,海鮮
透抽 (中杯),110.0,18.0,3.0,2.0,海鮮
透抽 (大杯),154.0,25.2,4.2,2.8,海鮮
透抽 (小盒),82.5,13.5,2.2,1.5,海鮮
透抽 (中盒),110.0,18.0,3.0,2.0,海鮮
透抽 (大盒),154.0,25.2,4.2,2.8,海鮮
透抽 (100g),110.0,18.0,3.0,2.0,海鮮
透抽 (150g),165.0,27.0,4.5,3.0,海鮮
透抽 (200g),220.0,36.0,6.0,4.0,海鮮
透抽 (250g),275.0,45.0,7.5,5.0,海鮮
透抽 (300g),330.0,54.0,9.0,6.0,海鮮
蛤蜊 (半份),40.0,6.5,2.0,0.8,海鮮
蛤蜊 (小份),60.0,9.8,3.0,1.1,海鮮
蛤蜊 (1份),80.0,13.0,4.0,1.5,海鮮
蛤蜊 (1.25份),100.0,16.2,5.0,1.9,海鮮
蛤蜊 (1.5份),120.0,19.5,6.0,2.2,海鮮
蛤蜊 (2份),160.0,26.0,8.0,3.0,海鮮
蛤蜊 (2.5份),200.0,32.5,10.0,3.8,海鮮
蛤蜊 (3份),240.0,39.0,12.0,4.5,海鮮
蛤蜊 (小碗),60.0,9.8,3.0,1.1,海鮮
蛤蜊 (中碗),80.0,13.0,4.0,1.5,海鮮
蛤蜊 (大碗),108.0,17.6,5.4,2.0,海鮮
蛤蜊 (小杯),60.0,9.8,3.0,1.1,海鮮
蛤蜊 (中杯),80.0,13.0,4.0,1.5,海鮮
蛤蜊 (大杯),112.0,18.2,5.6,2.1,海鮮
蛤蜊 (小盒),60.0,9.8,3.0,1.1,海鮮
蛤蜊 (中盒),80.0,13.0,4.0,1.5,海鮮
蛤蜊 (大盒),112.0,18.2,5.6,2.1,海鮮
蛤蜊 (100g),80.0,13.0,4.0,1.5,海鮮
蛤蜊 (150g),120.0,19.5,6.0,2.2,海鮮
蛤蜊 (200g),160.0,26.0,8.0,3.0,海鮮
蛤蜊 (250g),200.0,32.5,10.0,3.8,海鮮
蛤蜊 (300g),240.0,39.0,12.0,4.5,海鮮
蚵仔 (半份),42.5,4.5,2.5,1.5,海鮮
蚵仔 (小份),63.8,6.8,3.8,2.2,海鮮
蚵仔 (1份),85.0,9.0,5.0,3.0,海鮮
蚵仔 (1.25份),106.2,11.2,6.2,3.8,海鮮
蚵仔 (1.5份),127.5,13.5,7.5,4.5,海鮮
蚵仔 (2份),170.0,18.0,10.0,6.0,海鮮
蚵仔 (2.5份),212.5,22.5,12.5,7.5,海鮮
蚵仔 (3份),255.0,27.0,15.0,9.0,海鮮
蚵仔 (小碗),63.8,6.8,3.8,2.2,海鮮
蚵仔 (中碗),85.0,9.0,5.0,3.0,海鮮
蚵仔 (大碗),114.8,12.2,6.8,4.1,海鮮
蚵仔 (小杯),63.8,6.8,3.8,2.2,海鮮
蚵仔 (中杯),85.0,9.0,5.0,3.0,海鮮
蚵仔 (大杯),119.0,12.6,7.0,4.2,海鮮
蚵仔 (小盒),63.8,6.8,3.8,2.2,海鮮
蚵仔 (中盒),85.0,9.0,5.0,3.0,海鮮
蚵仔 (大盒),119.0,12.6,7.0,4.2,海鮮
蚵仔 (100g),85.0,9.0,5.0,3.0,海鮮
蚵仔 (150g),127.5,13.5,7.5,4.5,海鮮
蚵仔 (200g),170.0,18.0,10.0,6.0,海鮮
蚵仔 (250g),212.5,22.5,12.5,7.5,海鮮
蚵仔 (300g),255.0,27.0,15.0,9.0,海鮮
鮪魚 (半份),65.0,14.5,0.0,0.5,海鮮
鮪魚 (小份),97.5,21.8,0.0,0.8,海鮮
鮪魚 (1份),130.0,29.0,0.0,1.0,海鮮
鮪魚 (1.25份),162.5,36.2,0.0,1.2,海鮮
鮪魚 (1.5份),195.0,43.5,0.0,1.5,海鮮
鮪魚 (2份),260.0,58.0,0.0,2.0,海鮮
鮪魚 (2.5份),325.0,72.5,0.0,2.5,海鮮
鮪魚 (3份),390.0,87.0,0.0,3.0,海鮮
鮪魚 (小碗),97.5,21.8,0.0,0.8,海鮮
鮪魚 (中碗),130.0,29.0,0.0,1.0,海鮮
鮪魚 (大碗),175.5,39.2,0.0,1.4,海鮮
鮪魚 (小杯),97.5,21.8,0.0,0.8,海鮮
鮪魚 (中杯),130.0,29.0,0.0,1.0,海鮮
鮪魚 (大杯),182.0,40.6,0.0,1.4,海鮮
鮪魚 (小盒),97.5,21.8,0.0,0.8,海鮮
鮪魚 (中盒),130.0,29.0,0.0,1.0,海鮮
鮪魚 (大盒),182.0,40.6,0.0,1.4,海鮮
鮪魚 (100g),130.0,29.0,0.0,1.0,海鮮
鮪魚 (150g),195.0,43.5,0.0,1.5,海鮮
鮪魚 (200g),260.0,58.0,0.0,2.0,海鮮
鮪魚 (250g),325.0,72.5,0.0,2.5,海鮮
鮪魚 (300g),390.0,87.0,0.0,3.0,海鮮
鯛魚 (半份),65.0,13.0,0.0,1.5,海鮮
鯛魚 (小份),97.5,19.5,0.0,2.2,海鮮
鯛魚 (1份),130.0,26.0,0.0,3.0,海鮮
鯛魚 (1.25份),162.5,32.5,0.0,3.8,海鮮
鯛魚 (1.5份),195.0,39.0,0.0,4.5,海鮮
鯛魚 (2份),260.0,52.0,0.0,6.0,海鮮
鯛魚 (2.5份),325.0,65.0,0.0,7.5,海鮮
鯛魚 (3份),390.0,78.0,0.0,9.0,海鮮
鯛魚 (小碗),97.5,19.5,0.0,2.2,海鮮
鯛魚 (中碗),130.0,26.0,0.0,3.0,海鮮
鯛魚 (大碗),175.5,35.1,0.0,4.1,海鮮
鯛魚 (小杯),97.5,19.5,0.0,2.2,海鮮
鯛魚 (中杯),130.0,26.0,0.0,3.0,海鮮
鯛魚 (大杯),182.0,36.4,0.0,4.2,海鮮
鯛魚 (小盒),97.5,19.5,0.0,2.2,海鮮
鯛魚 (中盒),130.0,26.0,0.0,3.0,海鮮
鯛魚 (大盒),182.0,36.4,0.0,4.2,海鮮
鯛魚 (100g),130.0,26.0,0.0,3.0,海鮮
鯛魚 (150g),195.0,39.0,0.0,4.5,海鮮
鯛魚 (200g),260.0,52.0,0.0,6.0,海鮮
鯛魚 (250g),325.0,65.0,0.0,7.5,海鮮
鯛魚 (300g),390.0,78.0,0.0,9.0,海鮮
鯖魚 (半份),105.0,10.0,0.0,7.0,海鮮
鯖魚 (小份),157.5,15.0,0.0,10.5,海鮮
鯖魚 (1份),210.0,20.0,0.0,14.0,海鮮
鯖魚 (1.25份),262.5,25.0,0.0,17.5,海鮮
鯖魚 (1.5份),315.0,30.0,0.0,21.0,海鮮
鯖魚 (2份),420.0,40.0,0.0,28.0,海鮮
鯖魚 (2.5份),525.0,50.0,0.0,35.0,海鮮
鯖魚 (3份),630.0,60.0,0.0,42.0,海鮮
鯖魚 (小碗),157.5,15.0,0.0,10.5,海鮮
鯖魚 (中碗),210.0,20.0,0.0,14.0,海鮮
鯖魚 (大碗),283.5,27.0,0.0,18.9,海鮮
鯖魚 (小杯),157.5,15.0,0.0,10.5,海鮮
鯖魚 (中杯),210.0,20.0,0.0,14.0,海鮮
鯖魚 (大杯),294.0,28.0,0.0,19.6,海鮮
鯖魚 (小盒),157.5,15.0,0.0,10.5,海鮮
鯖魚 (中盒),210.0,20.0,0.0,14.0,海鮮
鯖魚 (大盒),294.0,28.0,0.0,19.6,海鮮
鯖魚 (100g),210.0,20.0,0.0,14.0,海鮮
鯖魚 (150g),315.0,30.0,0.0,21.0,海鮮
鯖魚 (200g),420.0,40.0,0.0,28.0,海鮮
鯖魚 (250g),525.0,50.0,0.0,35.0,海鮮
鯖魚 (300g),630.0,60.0,0.0,42.0,海鮮
鯷魚 (半份),65.0,14.5,0.0,2.5,海鮮
鯷魚 (小份),97.5,21.8,0.0,3.8,海鮮
鯷魚 (1份),130.0,29.0,0.0,5.0,海鮮
鯷魚 (1.25份),162.5,36.2,0.0,6.2,海鮮
鯷魚 (1.5份),195.0,43.5,0.0,7.5,海鮮
鯷魚 (2份),260.0,58.0,0.0,10.0,海鮮
鯷魚 (2.5份),325.0,72.5,0.0,12.5,海鮮
鯷魚 (3份),390.0,87.0,0.0,15.0,海鮮
鯷魚 (小碗),97.5,21.8,0.0,3.8,海鮮
鯷魚 (中碗),130.0,29.0,0.0,5.0,海鮮
鯷魚 (大碗),175.5,39.2,0.0,6.8,海鮮
鯷魚 (小杯),97.5,21.8,0.0,3.8,海鮮
鯷魚 (中杯),130.0,29.0,0.0,5.0,海鮮
鯷魚 (大杯),182.0,40.6,0.0,7.0,海鮮
鯷魚 (小盒),97.5,21.8,0.0,3.8,海鮮
鯷魚 (中盒),130.0,29.0,0.0,5.0,海鮮
鯷魚 (大盒),182.0,40.6,0.0,7.0,海鮮
鯷魚 (100g),130.0,29.0,0.0,5.0,海鮮
鯷魚 (150g),195.0,43.5,0.0,7.5,海鮮
鯷魚 (200g),260.0,58.0,0.0,10.0,海鮮
鯷魚 (250g),325.0,72.5,0.0,12.5,海鮮
鯷魚 (300g),390.0,87.0,0.0,15.0,海鮮
雞胸肉 (半份),82.5,15.5,0.0,1.8,蛋白質
雞胸肉 (小份),123.8,23.2,0.0,2.7,蛋白質
雞胸肉 (1份),165.0,31.0,0.0,3.6,蛋白質
雞胸肉 (1.25份),206.2,38.8,0.0,4.5,蛋白質
雞胸肉 (1.5份),247.5,46.5,0.0,5.4,蛋白質
雞胸肉 (2份),330.0,62.0,0.0,7.2,蛋白質
雞胸肉 (2.5份),412.5,77.5,0.0,9.0,蛋白質
雞胸肉 (3份),495.0,93.0,0.0,10.8,蛋白質
雞胸肉 (小碗),123.8,23.2,0.0,2.7,蛋白質
雞胸肉 (中碗),165.0,31.0,0.0,3.6,蛋白質
雞胸肉 (大碗),222.8,41.9,0.0,4.9,蛋白質
雞胸肉 (小杯),123.8,23.2,0.0,2.7,蛋白質
雞胸肉 (中杯),165.0,31.0,0.0,3.6,蛋白質
雞胸肉 (大杯),231.0,43.4,0.0,5.0,蛋白質
雞胸肉 (小盒),123.8,23.2,0.0,2.7,蛋白質
雞胸肉 (中盒),165.0,31.0,0.0,3.6,蛋白質
雞胸肉 (大盒),231.0,43.4,0.0,5.0,蛋白質
雞胸肉 (100g),165.0,31.0,0.0,3.6,蛋白質
雞胸肉 (150g),247.5,46.5,0.0,5.4,蛋白質
雞胸肉 (200g),330.0,62.0,0.0,7.2,蛋白質
雞胸肉 (250g),412.5,77.5,0.0,9.0,蛋白質
雞胸肉 (300g),495.0,93.0,0.0,10.8,蛋白質
雞腿肉 (半份),110.0,12.5,0.0,6.5,蛋白質
雞腿肉 (小份),165.0,18.8,0.0,9.8,蛋白質
雞腿肉 (1份),220.0,25.0,0.0,13.0,蛋白質
雞腿肉 (1.25份),275.0,31.2,0.0,16.2,蛋白質
雞腿肉 (1.5份),330.0,37.5,0.0,19.5,蛋白質
雞腿肉 (2份),440.0,50.0,0.0,26.0,蛋白質
雞腿肉 (2.5份),550.0,62.5,0.0,32.5,蛋白質
雞腿肉 (3份),660.0,75.0,0.0,39.0,蛋白質
雞腿肉 (小碗),165.0,18.8,0.0,9.8,蛋白質
雞腿肉 (中碗),220.0,25.0,0.0,13.0,蛋白質
雞腿肉 (大碗),297.0,33.8,0.0,17.6,蛋白質
雞腿肉 (小杯),165.0,18.8,0.0,9.8,蛋白質
雞腿肉 (中杯),220.0,25.0,0.0,13.0,蛋白質
雞腿肉 (大杯),308.0,35.0,0.0,18.2,蛋白質
雞腿肉 (小盒),165.0,18.8,0.0,9.8,蛋白質
雞腿肉 (中盒),220.0,25.0,0.0,13.0,蛋白質
雞腿肉 (大盒),308.0,35.0,0.0,18.2,蛋白質
雞腿肉 (100g),220.0,25.0,0.0,13.0,蛋白質
雞腿肉 (150g),330.0,37.5,0.0,19.5,蛋白質
雞腿肉 (200g),440.0,50.0,0.0,26.0,蛋白質
雞腿肉 (250g),550.0,62.5,0.0,32.5,蛋白質
雞腿肉 (300g),660.0,75.0,0.0,39.0,蛋白質
雞翅 (半份),115.0,12.0,0.0,7.5,蛋白質
雞翅 (小份),172.5,18.0,0.0,11.2,蛋白質
雞翅 (1份),230.0,24.0,0.0,15.0,蛋白質
雞翅 (1.25份),287.5,30.0,0.0,18.8,蛋白質
雞翅 (1.5份),345.0,36.0,0.0,22.5,蛋白質
雞翅 (2份),460.0,48.0,0.0,30.0,蛋白質
雞翅 (2.5份),575.0,60.0,0.0,37.5,蛋白質
雞翅 (3份),690.0,72.0,0.0,45.0,蛋白質
雞翅 (小碗),172.5,18.0,0.0,11.2,蛋白質
雞翅 (中碗),230.0,24.0,0.0,15.0,蛋白質
雞翅 (大碗),310.5,32.4,0.0,20.2,蛋白質
雞翅 (小杯),172.5,18.0,0.0,11.2,蛋白質
雞翅 (中杯),230.0,24.0,0.0,15.0,蛋白質
雞翅 (大杯),322.0,33.6,0.0,21.0,蛋白質
雞翅 (小盒),172.5,18.0,0.0,11.2,蛋白質
雞翅 (中盒),230.0,24.0,0.0,15.0,蛋白質
雞翅 (大盒),322.0,33.6,0.0,21.0,蛋白質
雞翅 (100g),230.0,24.0,0.0,15.0,蛋白質
雞翅 (150g),345.0,36.0,0.0,22.5,蛋白質
雞翅 (200g),460.0,48.0,0.0,30.0,蛋白質
雞翅 (250g),575.0,60.0,0.0,37.5,蛋白質
雞翅 (300g),690.0,72.0,0.0,45.0,蛋白質
雞里肌 (半份),75.0,15.0,0.0,1.5,蛋白質
雞里肌 (小份),112.5,22.5,0.0,2.2,蛋白質
雞里肌 (1份),150.0,30.0,0.0,3.0,蛋白質
雞里肌 (1.25份),187.5,37.5,0.0,3.8,蛋白質
雞里肌 (1.5份),225.0,45.0,0.0,4.5,蛋白質
雞里肌 (2份),300.0,60.0,0.0,6.0,蛋白質
雞里肌 (2.5份),375.0,75.0,0.0,7.5,蛋白質
雞里肌 (3份),450.0,90.0,0.0,9.0,蛋白質
雞里肌 (小碗),112.5,22.5,0.0,2.2,蛋白質
雞里肌 (中碗),150.0,30.0,0.0,3.0,蛋白質
雞里肌 (大碗),202.5,40.5,0.0,4.1,蛋白質
雞里肌 (小杯),112.5,22.5,0.0,2.2,蛋白質
雞里肌 (中杯),150.0,30.0,0.0,3.0,蛋白質
雞里肌 (大杯),210.0,42.0,0.0,4.2,蛋白質
雞里肌 (小盒),112.5,22.5,0.0,2.2,蛋白質
雞里肌 (中盒),150.0,30.0,0.0,3.0,蛋白質
雞里肌 (大盒),210.0,42.0,0.0,4.2,蛋白質
雞里肌 (100g),150.0,30.0,0.0,3.0,蛋白質
雞里肌 (150g),225.0,45.0,0.0,4.5,蛋白質
雞里肌 (200g),300.0,60.0,0.0,6.0,蛋白質
雞里肌 (250g),375.0,75.0,0.0,7.5,蛋白質
雞里肌 (300g),450.0,90.0,0.0,9.0,蛋白質
豬里肌 (半份),105.0,13.5,0.0,5.0,蛋白質
豬里肌 (小份),157.5,20.2,0.0,7.5,蛋白質
豬里肌 (1份),210.0,27.0,0.0,10.0,蛋白質
豬里肌 (1.25份),262.5,33.8,0.0,12.5,蛋白質
豬里肌 (1.5份),315.0,40.5,0.0,15.0,蛋白質
豬里肌 (2份),420.0,54.0,0.0,20.0,蛋白質
豬里肌 (2.5份),525.0,67.5,0.0,25.0,蛋白質
豬里肌 (3份),630.0,81.0,0.0,30.0,蛋白質
豬里肌 (小碗),157.5,20.2,0.0,7.5,蛋白質
豬里肌 (中碗),210.0,27.0,0.0,10.0,蛋白質
豬里肌 (大碗),283.5,36.5,0.0,13.5,蛋白質
豬里肌 (小杯),157.5,20.2,0.0,7.5,蛋白質
豬里肌 (中杯),210.0,27.0,0.0,10.0,蛋白質
豬里肌 (大杯),294.0,37.8,0.0,14.0,蛋白質
豬里肌 (小盒),157.5,20.2,0.0,7.5,蛋白質
豬里肌 (中盒),210.0,27.0,0.0,10.0,蛋白質
豬里肌 (大盒),294.0,37.8,0.0,14.0,蛋白質
豬里肌 (100g),210.0,27.0,0.0,10.0,蛋白質
豬里肌 (150g),315.0,40.5,0.0,15.0,蛋白質
豬里肌 (200g),420.0,54.0,0.0,20.0,蛋白質
豬里肌 (250g),525.0,67.5,0.0,25.0,蛋白質
豬里肌 (300g),630.0,81.0,0.0,30.0,蛋白質
豬梅花 (半份),125.0,11.0,0.0,9.0,蛋白質
豬梅花 (小份),187.5,16.5,0.0,13.5,蛋白質
豬梅花 (1份),250.0,22.0,0.0,18.0,蛋白質
豬梅花 (1.25份),312.5,27.5,0.0,22.5,蛋白質
豬梅花 (1.5份),375.0,33.0,0.0,27.0,蛋白質
豬梅花 (2份),500.0,44.0,0.0,36.0,蛋白質
豬梅花 (2.5份),625.0,55.0,0.0,45.0,蛋白質
豬梅花 (3份),750.0,66.0,0.0,54.0,蛋白質
豬梅花 (小碗),187.5,16.5,0.0,13.5,蛋白質
豬梅花 (中碗),250.0,22.0,0.0,18.0,蛋白質
豬梅花 (大碗),337.5,29.7,0.0,24.3,蛋白質
豬梅花 (小杯),187.5,16.5,0.0,13.5,蛋白質
豬梅花 (中杯),250.0,22.0,0.0,18.0,蛋白質
豬梅花 (大杯),350.0,30.8,0.0,25.2,蛋白質
豬梅花 (小盒),187.5,16.5,0.0,13.5,蛋白質
豬梅花 (中盒),250.0,22.0,0.0,18.0,蛋白質
豬梅花 (大盒),350.0,30.8,0.0,25.2,蛋白質
豬梅花 (100g),250.0,22.0,0.0,18.0,蛋白質
豬梅花 (150g),375.0,33.0,0.0,27.0,蛋白質
豬梅花 (200g),500.0,44.0,0.0,36.0,蛋白質
豬梅花 (250g),625.0,55.0,0.0,45.0,蛋白質
豬梅花 (300g),750.0,66.0,0.0,54.0,蛋白質
豬五花 (半份),195.0,7.0,0.0,18.5,蛋白質
豬五花 (小份),292.5,10.5,0.0,27.8,蛋白質
豬五花 (1份),390.0,14.0,0.0,37.0,蛋白質
豬五花 (1.25份),487.5,17.5,0.0,46.2,蛋白質
豬五花 (1.5份),585.0,21.0,0.0,55.5,蛋白質
豬五花 (2份),780.0,28.0,0.0,74.0,蛋白質
豬五花 (2.5份),975.0,35.0,0.0,92.5,蛋白質
豬五花 (3份),1170.0,42.0,0.0,111.0,蛋白質
豬五花 (小碗),292.5,10.5,0.0,27.8,蛋白質
豬五花 (中碗),390.0,14.0,0.0,37.0,蛋白質
豬五花 (大碗),526.5,18.9,0.0,50.0,蛋白質
豬五花 (小杯),292.5,10.5,0.0,27.8,蛋白質
豬五花 (中杯),390.0,14.0,0.0,37.0,蛋白質
